"Angehängt (durch Neukopieren der letzten Seite)","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 3,5-4 mm (vielfach nicht zu erkennen, vollkommen verblaßt oder fehlt)","63.0000","gelblich, Fläche der Lamination etwas stärker bräunlich","31-38","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, Tierzeichnungen zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte nur über 1 System über Rastrierung. Etwa zu 50 % ausgeführt, Rest leere Aussparungen. Ganz anderer Typus als übrigen Kadellen der Zeit (von CS 14/51 bis in 1520er Jahre); anderer Ornamententyp (Beschreibung).Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63004","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","","2c","vielfach stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, z.T. halbe Systeme herausgefallen)","Doppelrastral 26 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 3,5-5 cm eingerückt.","Sherr D","ltf-Batarde, mittleres KN, klein und fein","335-340x454-458 (465-69) mm","1","mittel- bis dunkelbraun","mittel- bis dunkelbraun","mittel- bis dunkelbraun","mittel- bis dunkelbraun","nicht zu erkennen","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm (vielfach nicht zu erkennen, vollkommen verblaßt oder fehlt)","63.0000","gelblich, Fläche der Lamination etwas stärker bräunlich","39-44","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung. Oft nicht als Initiale augeführt, sondern große, kalligraphische Stimmenbezeichnung in Aussparung oder über RastrierungInitialen vor Noten eingetragen, Notentext nimmt erkennbar Rücksicht, auch an Stimmbezeichnungen in Unterstimmen sehr deutlich.","63005","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, schlanke Notenköpfe, rel. langer, dünner, leicht nach vorne geneigter Hals","3","unterschiedlich stark durchgeschlagen, z.T. leicht beschädigt","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 6-8,5 cm eingerückt.","Sherr A1 (CS 15)","ltf mit Rotunda-Einschlag","307-310x424-429 (437-442) mm","1","dunkelbraun (fol. 39 mittelbraun)","dunkelbraun (fol. 39 mittelbraun)","mittelbraun (fol. 39 hellbraun)","dunkelbraun (fol. 39 mittelbraun)","Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Einzel-BL","63.0000","gelblich, Fläche der Lamination etwas stärker bräunlich","45-54","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63006","relativ stark, bis auf fol. 45 nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) sehr deutlich MUZ geneigt","4","unterschiedlich stark durchgeschlagen, z.T. leicht beschädigt","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 5-7,5 cm eingerückt. Die meisten Seiten sind nicht ganz waagerecht rastiert, sondern die Systeme steigen zur Seitenmitte hin an.","Orceau, ""middle Julius II"" (Sherr), Dean 4; deutlich schlampiger Orceau, alles deutlich weniger sorgfältig und fein wie in übrigen Hss.","ltf, mittleres kall. Niveau, sehr unterschiedlich groß und fein, tendenziell eher groß und grob","ca. 320x430-433 (444-447) mm","1","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, keine Text-BL","63.0000","gelblich, Fläche der Lamination etwas stärker bräunlich","55-58","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63007","relativ stark, fol. 55 und 57 nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) sehr deutlich MUZ geneigt","5","unterschiedlich stark durchgeschlagen, z.T. leicht beschädigt","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 5-7,5 cm eingerückt. Die meisten Seiten sind nicht ganz waagerecht rastriert, sondern die Systeme steigen zur Seitenmitte hin an.","Orceau, ""middle Julius II"" (Sherr), Dean 4; deutlich schlampiger Orceau, alles deutlich weniger sorgfältig und fein wie in übrigen Hss.","ltf, mittleres kall. Niveau, sehr unterschiedlich groß und fein","ca. 320x430-433 (444-447) mm","1","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","mittel- bis dunkelbraun (auf nicht laminierten Blättern deutlich kräftiger)","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Nachtrag","","","63.0000","","58v-59r","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63008","","rautenförmig, starker Strich, kurzer Hals, ziemlich groß","5a","fol. 58 kaum beschädigt, fol. 59 dagegen stark (s. KE 6)","","","Orceau, ""middle Julius II"" (Sherr), Dean 5","ltf, mittleres kall. Niveau, ziemlich groß","","1","mittelbraun","mittelbraun","","mittelbraun","","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 3,5 mm","63.0000","gelblich, Fläche der Lamination deutlich stärker bräunlich","59-63","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte ebenfalls über 2 Systeme über Rastrierung; hoher ikonographischer Aufwand, alle Initialen figürlich, v.a. umfangreiche Vogelmotive, sonst aus CS unbekannt; sogar Reklamanten zeichnerisch aufwendig.Initialen vor Noten eingetragen, Notentext nimmt erkennbar Rücksicht, auch an Stimmbezeichnungen in Unterstimmen sehr deutlich.","63009","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich, schlanke Notenköpfe, kurzer Hals","6","stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, z.T. halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 5-7,5 cm eingerückt.","Sherr A2","ltf, ziemlich hohes kall. Niveau, fein und regelmäßig","ca. 320x430-433 (444-447)","1","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","Meerjungfrau im Kreis (ähnlich Briquet 13883)","10 Pentagramme"
"Nachtrag/Einschub","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, keine Text-BL","63.0000","gelblich","64","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63010","relativ stark","rautenförmig, starker Strich","6a","leicht durchgeschlagen, kaum Schäden","Doppelrastral 25,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 5-5,5 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, sehr unterschiedlich groß und fein","312/304x431 (450) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelbraun","dunkelbraun bis schwarz","Meerjungfrau im Kreis (ähnlich Briquet 13883)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, keine Text-BL","63.0000","gelblich, Fläche der Lamination deutlich stärker bräunlich","65-70","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung. Oft nicht als Initiale augeführt, sondern große, kalligraphische Stimmenbezeichnung in Aussparung oder über RastrierungInitialen vor Noten eingetragen, Notentext nimmt erkennbar Rücksicht, auch an Stimmbezeichnungen in Unterstimmen sehr deutlich.","63011","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, schlanke Notenköpfe, rel. langer, dünner, bisweilen leicht nach vorne geneigter Hals","7","stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, z.T. halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 6-8 cm eingerückt. Fol. 69r-70r 2. System nachrastriert.","Sherr A1","ltf, mittleres kall. Niveau, ziemlich groß","305-310x427-429 (442-450) mm","1","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","dunkelbraun, stark verlaufen","nicht zu erkennen","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","63.0000","gelblich, Fläche der Lamination deutlich stärker bräunlich","71-76","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte ebenfalls oft 2 Systeme. Großer ikonographischer Aufwand, prachtvolle Initialen.Initialen vor Noten eingetragen, Notentext nimmt erkennbar Rücksicht.","63012","relativ stark, bis auf fol. 71 und 76 nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich, eng notiert, rel. lange, nach außen sich etwas verbreiternde Notenhälse","8","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","fol. 71: Doppelrastral 25,5 mm; fol. 72-76: v.o.n.u. je 2x 2 Doppelrastral 25,5 mm, 1x Einzelrastral 25 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 7-8,5 cm eingerückt. Fol. 72-76 zunächst auch 6/7 eingerückt, dann aber nachrastriert.","Sherr C","Rotunda, vgl. Sherr","305-308x436-440 (448-453) mm [fol. 71: 313x441]","1","hell- bis dunkelbraun","mittel- bis dunkelbraun","mittelbraun","mittel- bis dunkelbraun","Meerjungfrau im Kreis (ähnlich Briquet 13883)","10 Pentagramme"
"Nachtrag","","Einzel-BL li-re eingeritzt oder Blei, Text auf Einzel-BL","63.0000","","75v-77r","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63013","","rautenförmig, starker Strich, unterschiedlich langer Hals, ziemlich groß, wirkt durch schlankere Hälse als sonst feiner","8a","leicht durchgeschlagen, kaum Schäden","","","Orceau, ""middle Julius II"" (Sherr), Dean 5","ltf, mittleres kall. Niveau, mittelgroß, trotzdem sehr schön","","1","mittelbraun","mittelbraun","","hell- bis mittelbraun","","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, keine Text-BL","63.0000","gelblich, Fläche der Lamination auf fol. 84 etwas stärker bräunlich","77-85","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","63014","relativ stark, fol. 84 nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) sehr deutlich MUZ geneigt","9","leicht bis mittelstark durchgeschlagen, kaum Schäden","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; die obersten 2 Systeme auf jeder Seite ca. 5,5-7,5 cm eingerückt. Die meisten Seiten sind nicht ganz waagerecht rastriert, sondern die Systeme steigen zur Seitenmitte hin an.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, mittelgroß, trotzdem sehr schön","ca. 320x430-433 (444-447)","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelbraun","dunkelbraun bis schwarz","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Ersatz-Einzelblatt","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text ohne","64.0000","gelblich","3","","64001","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","tropfenförmig, rel. dünner Strich, flüchtig, unregelmäßig","1a","leicht durchgeschlagen, aber keine Schäden","Einzelrastral 27 mm","regelmäßig durchrastriert, 1/2, 4/5, 7/8, 10/11 ursprünglich ca. 3 cm eingerückt, Linien per Hand bis an den linken Rand nachgezogen.","Kompilator (Hand ist die gleiche wie Inh.verzeichnis und Foliierung), Ende 16./Anfang 17. Jh. (?), derselbe Foliator in CS 197; Zeitpunkt der 1. Bindung","Kursiva ohne jeglichen kall. Anspruch, flüchtig, unregelmäßig","347x527 mm","1","","rotbraun, rel. stark verblaßt","rotbraun, rel. stark verblaßt","rotbraun, rel. stark verblaßt","gekreuzte Pfeile mit Stern","11 Pentagramme"
"Isoliert","Papier Carta regale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel BL li-re eingeritzt, Text auf Doppel-BL 4 mm (kaum zu erkennen)","64.0000","gelblich, im Bereich des Schriftraums z.T. bräunlich verfärbt","4-13","nicht ausgeführt, Einrückungen leer","64002","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich, sehr spitz, schmal, eng notiert, Köpfe leicht nach rechts geneigt, generell nach oben gehalst, Halsstrich oft direkt in Kopf fortlaufend","1","unterschiedlich stark durchgeschlagen, z.T. leicht beschädigt","Einzelrastral 28 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1 ca. 2-2,5 cm eingerückt. Fol. 13 sehr unregelmäßig rastriert.","spätes 15. Jh. (CS 35? CS 15? CS 197?); in den de Orto-Stücken am Ende von CS 35 ist diese Hand nicht zu finden","64 15Jh","342-345x475-482 (486-495) mm (fol. 13: 325x464/472)","1","","rotbraun, z.T. verblaßt","rotbraun, rel. stark verblaßt","rotbraun, z.T. verblaßt","Fleur im Kreis (ähnlich Briquet 7313)","10 Pentagramme"
"Isoliert","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","64.0000","gelblich, im Bereich des Schriftraums stark bräunlich verfärbt","14-21","Mäßig bis üppig verzierte Kadellen am Anfang der Verse in allen Stimmen über 2 Systeme über Einrückungen.","64003","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich, kurzer Hals","2","stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, z.T. halbe Systeme herausgefallen)","Einzelrastral 27 mm","Vierstimmenlayout 3-5+3-5/3-5+3-5, unterschiedlich je nach Bedarf auf 10er-Raster disponiert, andersstimmige Abschnitte entsprechend anders, Systeme entsprechend freigelassen. Am Anfang jeder Stimme 2 Systeme eingerückt.","Parvus, 15?? mittel","Parvus II a1","345-350x470-477 (485-495) mm, bei freiem 10. System 420-425 (437-442) mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","gekreuzte Pfeile mit Stern","5-9 Pentagramme"
"Eingeschobenes Einzelblatt","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei (soweit vorhanden), Text ohne","64.0000","bräunlich","22","","64004","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig abgerundet, rel. dünner Strich, flüchtig, unregelmäßig","Einschub","unterschiedlich stark durchgeschlagen, aber kaum beschädigt","Einzelrastral 27 mm (fol. 22r), sonst Linien einzeln freihändig gezogen, sehr unregelmäßig und schief, Systemhöhe schwankt zwischen ca. 20 und 32 mm","durchrastriert, ggf. Systeme leergelassen; fol. 22r 1/2 ca. 5,5 cm eingerückt.","Nachtrag von Amateurhand","Kursiva ohne jeglichen kall. Anspruch, flüchtig, unregelmäßig; fol. 21v, 4-9 Semikursiva am Übergang zur Bastarda, etwas elaborierter","342-350x505-510 mm","1","rotbraun","rotbraun","rotbraun","rotbraun","gekreuzte Pfeile mit Stern","10 Pentagramme"
"Isoliert","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","64.0000","gelblich, im Bereich des Schriftraums stark bräunlich verfärbt","23-29","Mäßig bis üppig verzierte Kadellen am Anfang der Verse über 2 Systeme über Einrückungen auf fol. 23v und 24v, sonst nicht ausgeführt.","64005","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich, kurzer Hals","3","stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Einzelrastral 27 mm","Vierstimmenlayout 3-5+3-5/3-5+3-5, unterschiedlich je nach Bedarf auf 10er-Raster disponiert, andersstimmige Abschnitte entsprechend anders, Systeme entsprechend freigelassen. Am Anfang jeder Stimme 2 Systeme eingerückt.","Parvus, 15?? mittel","Parvus II a1","350-352x480-487 (505-512) mm, bei freiem 10. System 430-434 (447-453) mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","gekreuzte Pfeile mit Stern","6-10 Pentagramme"
"Eingeschobenes Einzelblatt","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, kein Text","64.0000","gelblich","30","Mäßig bis üppig verzierte Kadellen am Anfang der Stimmen über 2 Systeme über Einrückungen, ""F"" (S), ""P"" (S2 und T); Kadellen vor Notentext eingetragen!! (Notentext nimmt deutlich Rücksicht auf Größe der Initialen.","64006","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich, kurzer Hals","Enschub","leicht durchgeschlagen, aber keine Schäden","Einzelrastral 27 mm","2+3+4 auf 11er-Raster, Systeme dazwischen frei, 1/2, 3/4 und 6/7 ca. 2,5-3 cm eingerückt.","Parvus (Kadellen), unvollständig beschriftetes Einzelblatt","später Bouchet/Gellandi? sieht nicht aus wie Parvus (???)","367x535 mm","1","dunkelbraun","dunkelbraun","rotbraun","","gekreuzte Pfeile mit Stern","9 Pentagramme"
"Isoliert","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","64.0000","gelblich, im Bereich des Schriftraums stark bräunlich verfärbt","30B-36","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn der Sätze und Satzteile, sonst leicht bis mäßig verzierte Kadellen über 1 System; über Einrückungen und/oder Notentext entsprechend eingerückt, Kadellen oft weit links im Rand.","64007","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich, kurzer Hals","4","stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, z.T. halbe Systeme herausgefallen)","Einzelrastral 28 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 oder 1 ca. 3-6 cm eingerückt (korrespondierend mit Kadellengröße/Disposition des Stückes).","Parvus","Parvus I b","335-340x495-500 (510-515) mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","gekreuzte Pfeile mit Stern","10 Pentagramme"
"Angehängt","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","64.0000","gelblich, im Bereich des Schriftraums bräunlich verfärbt","37-40","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn der Sätze und Satzteile, sonst leicht bis mäßig verzierte Kadellen über 1 System; über Einrückungen und/oder Notentext entsprechend eingerückt, Kadellen oft weit links im Rand.","64008","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich, kurzer Hals","5","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen etc.)","Einzelrastral 28 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 oder 1 ca. 3-6 cm eingerückt (korrespondierend mit Kadellengröße/Disposition des Stückes).","Parvus","Parvus I b","340-345x495-505 (512-520) mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","gekreuzte Pfeile mit Stern","10 Pentagramme"
"Isoliert","Papier Carta imperiale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","64.0000","gelblich, im Bereich des Schriftraums stark bräunlich verfärbt","41-46","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn der Sätze und Satzteile, sonst leicht bis mäßig verzierte Kadellen über 1 System; über Einrückungen und/oder Notentext entsprechend eingerückt, Kadellen oft weit links im Rand.","64009","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, relativ starker Strich","6","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen etc.)","Einzelrastral 26 mm","unterschiedlich je nach Bedarf auf 11er-Raster disponiert, Systeme entsprechend freigelassen. Am Anfang von Sätzen/Satzteilen 2 Systeme, sonst 1 System in jeder Stimme eingerückt.","Parvus","Parvus III a","360-363x530-537 (555-557) mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","gekreuzte Pfeile mit Stern groß","9-11 Pentagramme"
"Isoliert","Papier, Carta papale+, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (ursprünglich wohl echte Bifolia -> WZ)","Einzel-BL li-re Blei, Text auf Doppel-BL eingeritzt 7 mm","65.0000","gelblich-weiß, z.T. stark verschmutzt","3-4","Einfache, große Majuskeln farbig, stark verblaßt","65001","relativ stark, rauh","rautenförmig, relativ starker Strich","1","leicht durchgeschlagen, keine Schäden","Einzelrastral 30 mm","Vierstimmenlayout 2+2/2+2, Abstand ca. 9,5 cm. Jede Stimme 1 System ca. 8 cm eingerückt.","Orazio Felice (s. CS 69), nicht wie 61","Antiqua, gleichmäßig, schlicht","297-298x306-308 mm","1","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","Knieende Heiligengestalt mit Kruzifix in Wappen (ähnl. 7628) aufrecht, klein, gr. Kreuz","4 Pentagramme"
"Isoliert","Papier, Carta papale+, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (ursprünglich wohl echte Bifolia -> WZ)","Einzel-BL li-re Blei, Text auf Doppel-BL eingeritzt 7 mm (Polyphonie), 12,5 mm (Choral)","65.0000","gelblich-weiß, z.T. stark verschmutzt","5-16","Einfache, große Majuskeln farbig, stark verblaßt","65002","relativ stark, rauh","rautenförmig, relativ starker Strich, Hals z.T. leicht gegabelt; Choral Quadratnotation","2","unterschiedlich stark durchgeschlagen, z.T. leicht beschädigt","Einzelrastral 30 mm (Choral offenbar einzeln gezogen, 29-31 mm)","Vierstimmenlayout 3+3/3+3, Abstand ca. 9,5 cm. Am Anfang der Verse Jede Stimme 1 System ca. 9 cm eingerückt.","Orazio Felice (s. CS 69), nicht wie 61","Antiqua, gleichmäßig, schlicht","314-317x430-432 mm (Choral 247-325 mm)","1","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","dunkelbraun, fast schwarz","Knieende Heiligengestalt mit Kruzifix in Wappen (ähnl. 7628) aufrecht, klein, gr. Kreuz","6 Pentagramme (Choral 4-5 Tetragramme)"
